,index,movieId,title,genres,databaseId
964,2635,2687,Tarzan (1999),Adventure|Animation|Children|Drama,101005
965,2641,2693,Trekkies (1997),Documentary,161092
966,2642,2694,Big Daddy (1999),Comedy,178472
967,2647,2699,Arachnophobia (1990),Comedy|Horror,155916
968,2648,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,160359
969,2649,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,123525
970,2650,2702,Summer of Sam (1999),Drama,197244
971,2654,2706,American Pie (1999),Comedy|Romance,134643
973,2659,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,187879
974,2661,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,198397
975,2662,2713,Lake Placid (1999),Horror|Thriller,200506
976,2663,2714,"Wood, The (1999)",Drama,198894
977,2666,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,120293
978,2668,2719,"Haunting, The (1999)",Horror|Thriller,78977
979,2669,2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,85868
980,2671,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,168788
981,2672,2723,Mystery Men (1999),Action|Comedy|Fantasy,122174
982,2673,2724,Runaway Bride (1999),Comedy|Romance,132725
983,2675,2726,"Killing, The (1956)",Crime|Film-Noir,108574
984,2677,2728,Spartacus (1960),Action|Drama|Romance|War,179536
985,2678,2729,Lolita (1962),Drama|Romance,195313
986,2679,2730,Barry Lyndon (1975),Drama|Romance|War,145728
987,2683,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,163869
988,2684,2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,144182
989,2685,2736,Brighton Beach Memoirs (1986),Comedy,192461
990,2688,2739,"Color Purple, The (1985)",Drama,111132
991,2694,2745,"Mission, The (1986)",Drama,81415
992,2695,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,114785
993,2696,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,160898
994,2699,2750,Radio Days (1987),Comedy|Drama,121576
995,2700,2751,From the Hip (1987),Comedy|Drama,85925
996,2710,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,171718
997,2711,2762,The Sixth Sense (1999),Drama|Horror|Mystery,170119
998,2712,2763,"Thomas Crown Affair, The (1999)",Action|Mystery,121957
999,2713,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,101300
1000,2719,2770,Bowfinger (1999),Comedy,182683
1001,2723,2774,Better Than Chocolate (1999),Comedy|Romance,122755
1002,2730,2781,"Tingler, The (1959)",Horror,160378
1003,2740,2791,Airplane! (1980),Comedy,197200
1004,2741,2792,Airplane II: The Sequel (1982),Comedy,126306
1005,2744,2795,National Lampoon's Vacation (1983),Comedy,146481
1006,2745,2795,National Lampoon's Vacation (1983),Comedy,93094
1007,2746,2796,Funny Farm (1988),Comedy,140716
1008,2747,2797,Big (1988),Comedy|Drama|Fantasy|Romance,126305
1009,2748,2798,Problem Child (1990),Children|Comedy,179799
1010,2752,2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,135858
1011,2753,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,137129
1012,2754,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,195687
1013,2755,2804,"Christmas Story, A (1983)",Children|Comedy,103957
1014,2756,2805,Mickey Blue Eyes (1999),Comedy|Romance,155407
1015,2757,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,178056
1016,2759,2808,Universal Soldier (1992),Action|Sci-Fi,187787
1017,2760,2809,Love Stinks (1999),Comedy,121440
1018,2777,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,195523
1019,2778,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,85082
1020,2779,2828,Dudley Do-Right (1999),Children|Comedy,86268
1021,2792,2841,Stir of Echoes (1999),Horror|Mystery|Thriller,155081
1022,2795,2844,"Minus Man, The (1999)",Drama|Mystery,173859
1023,2798,2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,193835
1024,2808,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,116864
1025,2809,2858,American Beauty (1999),Drama|Romance,147669
1026,2811,2860,Blue Streak (1999),Comedy,176293
1027,2812,2861,For Love of the Game (1999),Comedy|Drama,199067
1028,2813,2862,Caligula (1979),Drama,145204
1029,2817,2866,"Buddy Holly Story, The (1978)",Drama,175751
1030,2818,2867,Fright Night (1985),Comedy|Horror|Thriller,183402
1031,2821,2870,Barefoot in the Park (1967),Comedy,105558
1032,2822,2871,Deliverance (1972),Adventure|Drama|Thriller,194252
1033,2823,2872,Excalibur (1981),Adventure|Fantasy,99049
1034,2825,2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,146107
1035,2826,2875,Sommersby (1993),Drama|Mystery|Romance,105735
1036,2828,2877,Tommy (1975),Musical,116376
1037,2832,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,157231
1038,2840,2889,"Mystery, Alaska (1999)",Comedy|Drama,122169
1039,2849,2898,"Dark Half, The (1993)",Horror|Mystery,128757
1040,2852,2901,Phantasm (1979),Horror|Sci-Fi,193742
1041,2854,2903,Psycho III (1986),Horror|Thriller,137162
1042,2859,2908,Boys Don't Cry (1999),Drama,197888
1043,2866,2915,Risky Business (1983),Comedy,140498
1044,2867,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,198772
1045,2869,2918,Ferris Bueller's Day Off (1986),Comedy,163619
1046,2873,2922,Hang 'Em High (1968),Crime|Drama|Western,112880
1047,2877,2926,Hairspray (1988),Comedy|Drama,128919
1048,2879,2928,"Razor's Edge, The (1984)",Drama,154067
1049,2880,2929,Reds (1981),Drama|Romance,206043
1050,2890,2939,Niagara (1953),Drama|Thriller,96993
1051,2892,2941,South Pacific (1958),Musical|Romance|War,166603
1052,2893,2942,Flashdance (1983),Drama|Romance,172406
1053,2895,2944,"Dirty Dozen, The (1967)",Action|Drama|War,115404
1054,2897,2946,Help! (1965),Comedy|Musical,186620
1055,2898,2947,Goldfinger (1964),Action|Adventure|Thriller,89114
1056,2899,2948,From Russia with Love (1963),Action|Adventure|Thriller,200914
1057,2901,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,89987
1058,2904,2953,Home Alone 2: Lost in New York (1992),Children|Comedy,188842
1059,2910,2959,Fight Club (1999),Action|Crime|Drama|Thriller,120003
1060,2919,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,99261
1061,2922,2971,All That Jazz (1979),Drama|Fantasy|Musical,122825
1062,2925,2974,Bats (1999),Horror|Thriller,162606
1063,2927,2976,Bringing Out the Dead (1999),Drama,174517
1064,2929,2978,Three to Tango (1999),Comedy|Romance,148073
1065,2933,2982,"Guardian, The (1990)",Horror|Thriller,120678
1066,2936,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,173362
1067,2941,2990,Licence to Kill (1989),Action|Adventure|Thriller,132501
1068,2942,2991,Live and Let Die (1973),Action|Adventure|Thriller,164206
1069,2946,2995,House on Haunted Hill (1999),Horror|Thriller,146012
1070,2948,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,183824
1071,2956,3005,"Bone Collector, The (1999)",Thriller,193460
1072,2957,3006,"Insider, The (1999)",Drama|Thriller,123939
1073,2958,3007,American Movie (1999),Documentary,159122
1074,2967,3016,Creepshow (1982),Horror,117333
1075,2969,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,162596
1076,2970,3019,Drugstore Cowboy (1989),Crime|Drama,158026
1077,2971,3020,Falling Down (1993),Action|Drama,102954
1078,2975,3024,Piranha (1978),Horror|Sci-Fi,90203
1079,2978,3028,"Taming of the Shrew, The (1967)",Comedy,194835
1080,2983,3033,Spaceballs (1987),Comedy|Sci-Fi,124485
1081,2984,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,203619
1082,2989,3039,Trading Places (1983),Comedy,114801
1083,2990,3040,Meatballs (1979),Comedy,95240
1084,2994,3044,Dead Again (1991),Mystery|Romance|Thriller,107616
1085,3000,3050,Light It Up (1999),Drama,176812
1086,3002,3052,Dogma (1999),Adventure|Comedy|Fantasy,174439
1087,3004,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,168793
1088,3011,3061,Holiday Inn (1942),Comedy|Musical,125517
1089,3012,3062,"Longest Day, The (1962)",Action|Drama|War,146496
1090,3013,3063,Poison Ivy (1992),Drama|Thriller,119165
1091,3022,3072,Moonstruck (1987),Comedy|Romance,156609
1092,3024,3074,Jeremiah Johnson (1972),Western,161279
1093,3025,3075,Repulsion (1965),Drama|Horror,170147
1094,3029,3079,Mansfield Park (1999),Comedy|Drama|Romance,202683
1095,3031,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,124356
1096,3036,3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,127563
1097,3037,3087,Scrooged (1988),Comedy|Fantasy|Romance,201351
1098,3038,3088,Harvey (1950),Comedy|Fantasy,94269
1099,3041,3091,Kagemusha (1980),Drama|War,78019
1100,3044,3094,Maurice (1987),Drama|Romance,94710
1101,3045,3095,"Grapes of Wrath, The (1940)",Drama,96070
1102,3047,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,114507
1103,3048,3098,"Natural, The (1984)",Drama,125720
1104,3050,3100,"River Runs Through It, A (1992)",Drama,86923
1105,3051,3101,Fatal Attraction (1987),Drama|Thriller,106588
1106,3055,3105,Awakenings (1990),Drama|Mystery,93966
1107,3057,3107,Backdraft (1991),Action|Drama,85963
1108,3058,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,181929
1109,3061,3111,Places in the Heart (1984),Drama,113498
1110,3063,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,145275
1111,3064,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,75881
1112,3065,3115,Flawless (1999),Drama,198750
1113,3079,3129,Sweet and Lowdown (1999),Comedy|Drama,203437
1114,3087,3137,"Sea Wolves, The (1980)",Action|War,191874
1115,3096,3146,Deuce Bigalow: Male Gigolo (1999),Comedy,183091
1116,3097,3147,"Green Mile, The (1999)",Crime|Drama,78480
1117,3098,3148,"Cider House Rules, The (1999)",Drama,112585
1118,3102,3152,"Last Picture Show, The (1971)",Drama,105969
1119,3105,3155,Anna and the King (1999),Drama|Romance,76365
1120,3106,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,176040
1121,3107,3157,Stuart Little (1999),Children|Comedy|Fantasy,82756
1122,3109,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,100656
1123,3110,3160,Magnolia (1999),Drama,87411
1124,3118,3168,Easy Rider (1969),Adventure|Drama,147565
1125,3123,3173,Any Given Sunday (1999),Drama,96361
1126,3124,3174,Man on the Moon (1999),Comedy|Drama,94309
1127,3125,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,191421
1128,3126,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,154486
1129,3127,3177,Next Friday (2000),Comedy,175967
1130,3128,3178,"Hurricane, The (1999)",Drama,121850
1131,3136,3186,"Girl, Interrupted (1999)",Drama,195234
1132,3144,3194,"Way We Were, The (1973)",Drama|Romance,136418
1133,3146,3196,Stalag 17 (1953),Drama|War,204081
1134,3153,3203,Dead Calm (1989),Thriller,138080
1135,3156,3206,Against All Odds (1984),Romance,143404
1136,3160,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,107751
1137,3169,3219,Pacific Heights (1990),Mystery|Thriller,170394
1138,3185,3235,Where the Buffalo Roam (1980),Comedy,95205
1139,3193,3243,Encino Man (1992),Comedy,77363
1140,3196,3246,Malcolm X (1992),Drama,153761
1141,3197,3247,Sister Act (1992),Comedy|Crime,80685
1142,3198,3248,Sister Act 2: Back in the Habit (1993),Comedy,97982
1143,3199,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,160225
1144,3200,3250,Alive (1993),Drama,204084
1145,3202,3252,Scent of a Woman (1992),Drama,102719
1146,3203,3253,Wayne's World (1992),Comedy,179569
1147,3204,3254,Wayne's World 2 (1993),Comedy,174228
1148,3205,3255,"League of Their Own, A (1992)",Comedy|Drama,141098
1149,3206,3256,Patriot Games (1992),Action|Crime|Drama|Thriller,153498
1150,3207,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,190085
1151,3208,3258,Death Becomes Her (1992),Comedy|Fantasy,118888
1152,3209,3259,Far and Away (1992),Adventure|Drama|Romance,163231
1153,3211,3261,Singles (1992),Comedy|Drama|Romance,192609
1154,3213,3263,White Men Can't Jump (1992),Comedy|Drama,76781
1155,3214,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,83430
1156,3219,3269,Forever Young (1992),Drama|Romance|Sci-Fi,143020
1157,3220,3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,176165
1158,3222,3272,Bad Lieutenant (1992),Crime|Drama,124797
1159,3223,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,142484
1160,3224,3274,Single White Female (1992),Drama|Thriller,108945
1161,3226,3276,Gun Shy (2000),Comedy,175262
1162,3235,3285,"Beach, The (2000)",Adventure|Drama,135093
1163,3236,3286,Snow Day (2000),Comedy,191342
1164,3248,3298,Boiler Room (2000),Crime|Drama|Thriller,80769
1165,3249,3299,Hanging Up (2000),Comedy|Drama,155470
1166,3250,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,135279
1167,3278,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,173085
1168,3284,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,156293
1169,3294,3344,Blood Feast (1963),Horror,163241
1170,3304,3354,Mission to Mars (2000),Sci-Fi,123245
1171,3305,3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,85668
1172,3311,3361,Bull Durham (1988),Comedy|Drama|Romance,88309
1173,3312,3362,Dog Day Afternoon (1975),Crime|Drama,178278
1174,3313,3363,American Graffiti (1973),Comedy|Drama,195117
1175,3314,3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,146699
1176,3315,3365,"Searchers, The (1956)",Drama|Western,164852
1177,3324,3375,Destination Moon (1950),Sci-Fi,199996
1178,3333,3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,93383
1179,3335,3386,JFK (1991),Drama|Mystery|Thriller,95216
1180,3337,3388,Harry and the Hendersons (1987),Children|Comedy,83624
1181,3341,3392,She-Devil (1989),Comedy,90239
1182,3342,3393,Date with an Angel (1987),Comedy|Fantasy|Romance,81165
1183,3344,3395,Nadine (1987),Comedy,113514
1184,3345,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,150218
1185,3347,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,172839
1186,3348,3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy,135504
1187,3349,3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,79815
1188,3354,3405,"Night to Remember, A (1958)",Action|Drama,137067
1189,3357,3408,Erin Brockovich (2000),Drama,99324
1190,3358,3409,Final Destination (2000),Drama|Thriller,137513
1191,3359,3409,Final Destination (2000),Drama|Thriller,173868
1192,3367,3418,Thelma & Louise (1991),Adventure|Crime|Drama,101744
1193,3369,3420,...And Justice for All (1979),Drama|Thriller,175397
1194,3370,3421,Animal House (1978),Comedy,104174
1195,3371,3422,She's Gotta Have It (1986),Comedy|Romance,123270
1196,3373,3424,Do the Right Thing (1989),Drama,145307
1197,3377,3428,"Champ, The (1979)",Drama,154390
1198,3379,3430,Death Wish (1974),Action|Crime|Drama,164364
1199,3380,3430,Death Wish (1974),Action|Crime|Drama,78010
1200,3382,3432,Death Wish 3 (1985),Action|Drama,108246
1201,3385,3435,Double Indemnity (1944),Crime|Drama|Film-Noir,138354
1202,3388,3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,108668
1203,3389,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,134969
1204,3390,3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,85079
1205,3391,3441,Red Dawn (1984),Action|Drama|War,200798
1206,3394,3444,Bloodsport (1988),Action,100312
1207,3398,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,80886
1208,3400,3450,Grumpy Old Men (1993),Comedy,116714
1209,3402,3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,158734
1210,3412,3462,Modern Times (1936),Comedy|Drama|Romance,167698
1211,3415,3465,That's Life! (1986),Drama,177037
1212,3418,3468,"Hustler, The (1961)",Drama,127606
1213,3421,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,182781
1214,3426,3476,Jacob's Ladder (1990),Horror|Mystery,95121
1215,3427,3477,Empire Records (1995),Comedy|Drama,186273
1216,3429,3479,Ladyhawke (1985),Adventure|Fantasy|Romance,185699
1217,3430,3480,Lucas (1986),Drama|Romance,87787
1218,3431,3481,High Fidelity (2000),Comedy|Drama|Romance,88957
1219,3432,3483,"Road to El Dorado, The (2000)",Animation|Children,190292
1220,3433,3484,"Skulls, The (2000)",Thriller,99091
1221,3436,3487,El Dorado (1966),Western,109449
1222,3438,3489,Hook (1991),Adventure|Comedy|Fantasy,115290
1223,3439,3490,Horror Express (1972),Horror,107615
1224,3443,3494,True Grit (1969),Adventure|Drama|Western,163024
1225,3447,3498,Midnight Express (1978),Drama,178317
1226,3448,3499,Misery (1990),Drama|Horror|Thriller,181097
1227,3451,3502,My Life (1993),Drama,106126
1228,3453,3504,Network (1976),Comedy|Drama,152567
1229,3454,3505,No Way Out (1987),Drama|Mystery|Thriller,136988
1230,3455,3506,North Dallas Forty (1979),Comedy|Drama,76198
1231,3456,3507,"Odd Couple, The (1968)",Comedy,106404
1232,3457,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,146941
1233,3459,3510,Frequency (2000),Drama|Thriller,189950
1234,3461,3512,Return to Me (2000),Drama|Romance,134966
1235,3462,3513,Rules of Engagement (2000),Drama|Thriller,201881
1236,3464,3515,Me Myself I (2000),Comedy|Romance,174822
1237,3465,3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,195662
1238,3475,3526,Parenthood (1989),Comedy|Drama,164669
1239,3476,3527,Predator (1987),Action|Sci-Fi|Thriller,79451
1240,3477,3527,Predator (1987),Action|Sci-Fi|Thriller,189494
1241,3483,3534,28 Days (2000),Drama,183459
1242,3484,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,94487
1243,3485,3536,Keeping the Faith (2000),Comedy|Drama|Romance,115334
1244,3486,3537,Where the Money Is (2000),Comedy|Drama,165683
1245,3494,3545,Cabaret (1972),Drama|Musical,97153
1246,3497,3548,Auntie Mame (1958),Comedy|Drama,162117
1247,3498,3549,Guys and Dolls (1955),Comedy|Musical|Romance,84907
1248,3499,3550,The Hunger (1983),Horror,197904
1249,3500,3551,Marathon Man (1976),Crime|Drama|Thriller,194349
1250,3501,3552,Caddyshack (1980),Comedy,161385
1251,3503,3554,Love and Basketball (2000),Drama|Romance,204341
1252,3504,3554,Love and Basketball (2000),Drama|Romance,100468
1253,3505,3555,U-571 (2000),Action|Thriller|War,157345
1254,3515,3565,Where the Heart Is (2000),Comedy|Drama,164815
1255,3526,3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,82380
1256,3528,3578,Gladiator (2000),Action|Adventure|Drama,171202
1257,3529,3578,Gladiator (2000),Action|Adventure|Drama,92937
1258,3542,3591,Mr. Mom (1983),Comedy|Drama,121508
1259,3544,3593,Battlefield Earth (2000),Action|Sci-Fi,78436
1260,3545,3594,Center Stage (2000),Drama|Musical,146794
1261,3551,3600,Blue Hawaii (1961),Comedy|Musical,158022
1262,3553,3602,G.I. Blues (1960),Comedy|Musical|Romance,186393
1263,3557,3606,On the Town (1949),Comedy|Musical|Romance,148291
1264,3559,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,101131
1265,3566,3615,Dinosaur (2000),Adventure|Animation|Children,81492
1266,3568,3617,Road Trip (2000),Comedy,193711
1267,3574,3623,Mission: Impossible II (2000),Action|Adventure|Thriller,195134
1268,3575,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,95511
1269,3580,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,94659
1270,3586,3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,100603
1271,3589,3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,162108
1272,3597,3646,Big Momma's House (2000),Comedy,108301
1273,3600,3649,American Gigolo (1980),Drama,165776
1274,3611,3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,179294
1275,3619,3668,Romeo and Juliet (1968),Drama|Romance,140986
1276,3620,3669,Stay Tuned (1992),Comedy,101163
1277,3621,3670,Story of G.I. Joe (1945),War,158970
1278,3622,3671,Blazing Saddles (1974),Comedy|Western,99910
1279,3623,3672,Benji (1974),Adventure|Children,114545
1280,3624,3673,Benji the Hunted (1987),Adventure|Children,145479
1281,3626,3675,White Christmas (1954),Comedy|Musical|Romance,124461
1282,3627,3676,Eraserhead (1977),Drama|Horror,90691
1283,3633,3682,Magnum Force (1973),Action|Crime|Drama|Thriller,162703
1284,3634,3683,Blood Simple (1984),Crime|Drama|Film-Noir,140536
1285,3637,3686,Flatliners (1990),Horror|Sci-Fi|Thriller,170419
1286,3642,3691,Private School (1983),Comedy,105190
1287,3647,3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,193240
1288,3648,3697,Predator 2 (1990),Action|Sci-Fi|Thriller,95137
1289,3649,3698,"Running Man, The (1987)",Action|Sci-Fi,96909
1290,3650,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,88486
1291,3652,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,137991
1292,3653,3702,Mad Max (1979),Action|Adventure|Sci-Fi,114759
1293,3655,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,104047
1294,3656,3705,Bird on a Wire (1990),Action|Comedy|Romance,152004
1295,3657,3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,177620
1296,3659,3708,Firestarter (1984),Horror|Thriller,106186
1297,3663,3712,Soapdish (1991),Comedy,170710
1298,3664,3713,"Long Walk Home, The (1990)",Drama,132736
1299,3666,3715,Burglar (1987),Comedy|Crime,78352
1300,3667,3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,157062
1301,3668,3717,Gone in 60 Seconds (2000),Action|Crime,105031
1302,3674,3723,Hamlet (1990),Drama,116328
1303,3675,3724,Coming Home (1978),Drama|War,82421
1304,3681,3730,"Conversation, The (1974)",Drama|Mystery,179039
1305,3685,3734,Prince of the City (1981),Drama,97683
1306,3686,3735,Serpico (1973),Crime|Drama,119701
1307,3691,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,190661
1308,3692,3741,Badlands (1973),Crime|Drama|Thriller,125767
1309,3695,3744,Shaft (2000),Action|Crime|Thriller,84853
1310,3696,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,117692
1311,3702,3751,Chicken Run (2000),Animation|Children|Comedy,90181
1312,3703,3752,"Me, Myself & Irene (2000)",Adventure|Comedy,131730
1313,3704,3753,"Patriot, The (2000)",Action|Drama|War,115691
1314,3706,3755,"Perfect Storm, The (2000)",Drama|Thriller,90114
1315,3711,3760,"Kentucky Fried Movie, The (1977)",Comedy,204057
1316,3717,3766,Missing in Action (1984),Action|War,97167
1317,3724,3773,House Party (1990),Comedy,103298
1318,3736,3785,Scary Movie (2000),Comedy|Horror,78186
1320,3738,3786,But I'm a Cheerleader (1999),Comedy,168565
1321,3743,3791,Footloose (1984),Drama,194253
1322,3745,3793,X-Men (2000),Action|Adventure|Sci-Fi,136586
1323,3746,3793,X-Men (2000),Action|Adventure|Sci-Fi,183121
1324,3751,3798,What Lies Beneath (2000),Drama|Horror|Mystery,83192
1325,3754,3801,Anatomy of a Murder (1959),Drama|Mystery,79401
1326,3755,3802,Freejack (1992),Action|Sci-Fi,96742
1327,3767,3814,Love and Death (1975),Comedy,202577
1328,3771,3819,Tampopo (1985),Comedy,168221
1329,3772,3820,Thomas and the Magic Railroad (2000),Children,109310
1330,3773,3821,Nutty Professor II: The Klumps (2000),Comedy,190953
1331,3775,3823,Wonderland (1999),Drama,109631
1332,3776,3824,Autumn in New York (2000),Drama|Romance,102442
1333,3778,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,187888
1334,3779,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,118135
1335,3792,3840,Pumpkinhead (1988),Horror,196833
1336,3793,3841,Air America (1990),Action|Comedy,164934
1337,3794,3843,Sleepaway Camp (1983),Horror,129237
1338,3795,3844,Steel Magnolias (1989),Drama,172264
1339,3803,3852,"Tao of Steve, The (2000)",Comedy,122202
1340,3812,3861,"Replacements, The (2000)",Comedy,106761
1341,3814,3863,"Cell, The (2000)",Drama|Horror|Thriller,176312
1342,3816,3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,133444
1343,3817,3866,Sunset Strip (2000),Comedy,106614
1344,3819,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,197041
1345,3821,3870,Our Town (1940),Drama,190244
1346,3822,3871,Shane (1953),Drama|Western,148764
1347,3824,3873,Cat Ballou (1965),Comedy|Western,202847
1348,3828,3877,Supergirl (1984),Action|Adventure|Fantasy,183380
1349,3833,3882,Bring It On (2000),Comedy,104766
1350,3834,3882,Bring It On (2000),Comedy,110711
1351,3848,3896,"Way of the Gun, The (2000)",Crime|Thriller,178414
1352,3849,3897,Almost Famous (2000),Drama,148527
1353,3860,3908,Urban Legends: Final Cut (2000),Horror,100838
1354,3861,3909,Woman on Top (2000),Comedy|Romance,168367
1355,3862,3910,Dancer in the Dark (2000),Drama|Musical,109433
1356,3863,3911,Best in Show (2000),Comedy,147995
1357,3867,3915,Girlfight (2000),Drama,84456
1358,3868,3916,Remember the Titans (2000),Drama,196460
1359,3869,3917,Hellraiser (1987),Horror,131382
1360,3880,3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,190076
1361,3882,3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,179926
1362,3887,3936,Phantom of the Opera (1943),Horror|Musical|Thriller,162529
1363,3896,3945,Digimon: The Movie (2000),Adventure|Animation|Children,96460
1364,3899,3948,Meet the Parents (2000),Comedy,170722
1365,3900,3948,Meet the Parents (2000),Comedy,106317
1366,3901,3949,Requiem for a Dream (2000),Drama,119840
1367,3911,3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,168568
1368,3915,3963,"Unsinkable Molly Brown, The (1964)",Musical,187358
1369,3916,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,120399
1370,3919,3967,Billy Elliot (2000),Drama,78326
1371,3921,3969,Pay It Forward (2000),Drama,151357
1372,3925,3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,100599
1373,3929,3977,Charlie's Angels (2000),Action|Comedy,163696
1374,3930,3977,Charlie's Angels (2000),Action|Comedy,195904
1375,3931,3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,201659
1376,3932,3979,Little Nicky (2000),Comedy,85159
1377,3933,3980,Men of Honor (2000),Drama,196951
1378,3934,3981,Red Planet (2000),Action|Sci-Fi|Thriller,201287
1379,3937,3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,181849
1380,3942,3989,One Day in September (1999),Documentary,175190
