,movieId,rating_mean,title,genres,databaseId
13538466,3910,3.85,Dancer in the Dark (2000),Drama|Musical,109433
13543215,3911,3.81,Best in Show (2000),Comedy,147995
13555760,3915,3.5,Girlfight (2000),Drama,84456
13556602,3916,3.78,Remember the Titans (2000),Drama,196460
13566967,3917,3.34,Hellraiser (1987),Horror,131382
13570165,3928,3.43,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,190076
13571210,3930,3.27,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,179926
13572423,3936,3.51,Phantom of the Opera (1943),Horror|Musical|Thriller,162529
13573056,3945,2.0,Digimon: The Movie (2000),Adventure|Animation|Children,96460
13573594,3948,3.41,Meet the Parents (2000),Comedy,170722
13617186,3949,4.0,Requiem for a Dream (2000),Drama,119840
13640586,3959,3.68,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,168568
13643887,3963,3.32,"Unsinkable Molly Brown, The (1964)",Musical,187358
13644434,3964,3.5,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,120399
13645196,3967,3.78,Billy Elliot (2000),Drama,78326
13655322,3969,3.39,Pay It Forward (2000),Drama,151357
13662703,3973,2.01,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,100599
13664328,3977,2.76,Charlie's Angels (2000),Action|Comedy,163696
13705492,3978,3.2,"Legend of Bagger Vance, The (2000)",Drama|Romance,201659
13708976,3979,2.46,Little Nicky (2000),Comedy,85159
13713366,3980,3.64,Men of Honor (2000),Drama,196951
13717864,3981,2.77,Red Planet (2000),Action|Sci-Fi|Thriller,201287
13722101,3984,3.5,Diamonds Are Forever (1971),Action|Adventure|Thriller,181849
13727618,3989,3.95,One Day in September (1999),Documentary,175190
13728249,3992,3.65,Mal̬na (2000),Drama|Romance|War,129390
13729410,3994,3.49,Unbreakable (2000),Drama|Sci-Fi,169012
13747142,3996,3.85,Crouching Tiger Hidden Dragon (2000),Action|Adventure|Fantasy|Romance,114909
13778361,3999,2.85,Vertical Limit (2000),Action|Adventure,141770
13782417,4001,2.75,Code of Silence (1985),Action,147901
13782589,4005,3.27,"Living Daylights, The (1987)",Action|Adventure|Thriller,77140
13784978,4006,3.25,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,101247
13788294,4007,3.72,Wall Street (1987),Drama,82417
13794221,4008,3.44,Born on the Fourth of July (1989),Drama|War,146199
13798837,4010,3.08,Brewster's Millions (1985),Comedy,88412
13800811,4011,4.07,Snatch (2000),Comedy|Crime|Thriller,141045
13827360,4014,3.68,Chocolat (2000),Drama|Romance,163150
13841304,4016,3.6,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,103257
13849931,4018,3.11,What Women Want (2000),Comedy|Romance,126469
13862793,4019,3.67,Finding Forrester (2000),Drama,165425
13870065,4020,3.38,"Gift, The (2000)",Thriller,172088
13873047,4021,3.72,Before Night Falls (2000),Drama,150488
13874124,4022,3.65,Cast Away (2000),Drama,164755
13901204,4023,3.35,"Family Man, The (2000)",Comedy|Drama|Romance,192791
13907278,4025,3.05,Miss Congeniality (2000),Comedy|Crime,132973
13920959,4030,2.59,Dracula 2000 (2000),Horror,104551
13922416,4031,2.91,All the Pretty Horses (2000),Drama|Romance|Western,76746
13923545,4033,3.67,Thirteen Days (2000),Drama|Thriller|War,169509
13927396,4036,3.42,Shadow of the Vampire (2000),Drama|Horror,165442
13930072,4037,3.94,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,100165
13932199,4039,3.21,Annie (1982),Children|Musical,80240
13934907,4040,2.73,Don't Tell Mom the Babysitter's Dead (1991),Comedy,198643
13937067,4047,3.79,Gettysburg (1993),Drama|War,158529
13938822,4054,3.18,Save the Last Dance (2001),Drama|Romance,91112
13942814,4060,3.17,Love Field (1992),Drama,139977
13942914,4061,3.52,The Man in the Moon (1991),Drama|Romance,81416
13944226,4062,3.3,Mystic Pizza (1988),Comedy|Drama|Romance,115348
13946469,4066,3.39,I'm Gonna Git You Sucka (1988),Action|Comedy,122209
13947641,4067,3.23,Untamed Heart (1993),Drama|Romance,179126
13948565,4068,2.79,Sugar & Spice (2001),Comedy,170662
13949385,4069,2.79,"Wedding Planner, The (2001)",Comedy|Romance,177764
13955006,4079,3.31,Amazon Women on the Moon (1987),Comedy|Sci-Fi,135188
13955926,4084,3.1,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,134617
13961138,4085,3.56,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,91481
13974268,4090,3.42,"Brave Little Toaster, The (1987)",Animation|Children,85417
13975927,4091,3.28,Can't Buy Me Love (1987),Comedy|Romance,138269
13977474,4093,3.01,Cop (1988),Thriller,94945
13977579,4102,3.68,Eddie Murphy Raw (1987),Comedy|Documentary,157334
13980040,4103,3.83,Empire of the Sun (1987),Action|Adventure|Drama|War,171708
13983902,4104,2.19,Ernest Goes to Camp (1987),Comedy,201999
13985066,4105,3.7,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,141963
13998012,4109,2.57,Flowers in the Attic (1987),Drama|Thriller,142001
13998494,4115,2.95,Hiding Out (1987),Comedy,84201
13998672,4116,3.61,Hollywood Shuffle (1987),Comedy,94961
13999204,4121,3.27,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,178563
14002589,4124,1.92,Jaws: The Revenge (1987),Horror|Thriller,137503
14004021,4128,3.57,"Lost Boys, The (1987)",Comedy|Horror|Thriller,90552
14010656,4132,2.67,Mannequin (1987),Comedy|Romance,135902
14012594,4135,3.15,"Monster Squad, The (1987)",Adventure|Comedy|Horror,107799
14013209,4143,2.19,Valentine (2001),Horror|Mystery,78445
14013968,4148,3.21,Hannibal (2001),Horror|Thriller,185212
14023948,4153,2.76,Down to Earth (2001),Comedy|Fantasy|Romance,148947
14024914,4155,3.07,Sweet November (2001),Drama|Romance,91207
14026895,4159,2.76,3000 Miles to Graceland (2001),Action|Thriller,114709
14028613,4161,3.03,"Mexican, The (2001)",Action|Comedy,173889
14034033,4168,3.0,Get Over It (2001),Comedy|Romance,202437
14034662,4184,3.78,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,187099
14035338,4200,2.41,Double Impact (1991),Action,76636
14036054,4205,3.21,Mermaids (1990),Comedy|Drama|Romance,200654
14037365,4210,3.58,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,117623
14039547,4212,3.53,Death on the Nile (1978),Crime|Mystery,92437
14040236,4214,3.18,Revenge of the Nerds (1984),Comedy,202934
14044126,4215,2.26,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,198887
14045303,4218,3.65,River's Edge (1986),Crime|Drama,109635
14046256,4220,3.52,"Longest Yard, The (1974)",Comedy,194746
14047610,4221,2.84,Necessary Roughness (1991),Comedy,113550
14048219,4223,3.71,Enemy at the Gates (2001),Drama|War,98740
14058014,4224,2.65,Exit Wounds (2001),Action|Thriller,97570
14058914,4226,4.15,Memento (2000),Mystery|Thriller,146771
14102649,4227,3.11,"Brothers, The (2001)",Comedy|Drama,103097
14102825,4228,3.01,Heartbreakers (2001),Comedy|Crime|Romance,114453
14104794,4232,2.71,Spy Kids (2001),Action|Adventure|Children|Comedy,86152
14110561,4238,3.27,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,90332
14114229,4239,3.73,Blow (2001),Crime|Drama,172109
14123955,4240,2.8,Just Visiting (2001),Comedy|Fantasy,98955
14124420,4241,1.76,Pok̩mon 3: The Movie (2001),Animation|Children,151180
14125148,4242,3.1,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,124433
14125374,4246,3.4,Bridget Jones's Diary (2001),Comedy|Drama|Romance,166729
14142037,4247,2.65,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,200635
14144877,4248,2.53,Josie and the Pussycats (2001),Comedy,133356
14146483,4254,2.24,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,144848
14148517,4255,2.16,Freddy Got Fingered (2001),Comedy,85739
14150467,4260,3.03,"Visit, The (2000)",Drama,95503
14150514,4262,3.94,Scarface (1983),Action|Crime|Drama,196336
14166110,4270,2.96,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,85832
14177867,4275,2.89,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,175946
14179228,4280,3.55,"World According to Garp, The (1982)",Comedy|Drama|Romance,86619
14182172,4286,3.21,"Home of Our Own, A (1993)",Drama,189495
14182289,4287,3.15,Paris When It Sizzles (1964),Comedy|Romance,98084
14182430,4292,3.67,Norma Rae (1979),Drama,180116
14183697,4296,3.21,Love Story (1970),Drama|Romance,169159
14185985,4299,3.32,"Knight's Tale, A (2001)",Action|Comedy|Romance,193037
14194324,4304,3.66,Startup.com (2001),Documentary,120262
14195445,4306,3.77,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,157924
14242267,4310,2.85,Pearl Harbor (2001),Action|Drama|Romance|War,102329
14254445,4316,2.87,Ice Castles (1978),Drama,135042
14254749,4321,3.29,City Slickers (1991),Comedy|Western,136861
14263041,4322,3.75,Eight Men Out (1988),Drama,96716
14264961,4327,3.91,"Magnificent Seven, The (1960)",Adventure|Western,83976
14269445,4329,3.87,Rio Bravo (1959),Western,92980
14270990,4333,2.94,Throw Momma from the Train (1987),Comedy|Crime,176922
14273547,4335,3.19,Midnight Madness (1980),Comedy,148135
14273648,4342,3.54,Big Eden (2000),Drama|Romance,198861
14273863,4344,3.09,Swordfish (2001),Action|Crime|Drama,201609
14281729,4351,3.36,Point Break (1991),Action|Crime|Thriller,102116
14286486,4356,3.69,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,172721
14288118,4359,3.7,"Seven Year Itch, The (1955)",Comedy,98238
14289764,4361,3.62,Tootsie (1982),Comedy|Romance,165843
14299370,4366,3.29,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,106269
14303423,4367,2.77,Lara Croft: Tomb Raider (2001),Action|Adventure,107370
14313611,4369,2.94,"Fast and the Furious, The (2001)",Action|Crime|Thriller,119087
14334137,4370,3.26,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,193213
14349126,4371,2.92,Baby Boy (2001),Crime|Drama,177054
14349495,4373,2.55,Pootie Tang (2001),Comedy,123515
14350067,4378,3.6,Sexy Beast (2000),Crime|Drama,121751
14353222,4386,2.6,Cats & Dogs (2001),Children|Comedy,151231
14356074,4387,3.27,Kiss of the Dragon (2001),Action,165281
14358057,4388,2.38,Scary Movie 2 (2001),Comedy,143994
14363238,4396,2.89,"Cannonball Run, The (1981)",Action|Comedy,157029
14365045,4406,3.96,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,113729
14367190,4428,3.59,"Misfits, The (1961)",Comedy|Drama|Romance|Western,104502
14367524,4430,2.57,Popcorn (1991),Horror,144716
14367621,4437,3.65,Suspiria (1977),Horror,144263
14369042,4443,3.37,Outland (1981),Action|Sci-Fi|Thriller,79001
14370188,4446,3.1,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,203371
14378181,4447,3.16,Legally Blonde (2001),Comedy|Romance,128167
14391627,4448,3.47,"Score, The (2001)",Action|Drama,194469
14396702,4450,3.42,Bully (2001),Crime|Drama|Thriller,79755
14397706,4451,3.48,Jump Tomorrow (2001),Comedy|Drama|Romance,132865
14397810,4462,2.51,18 Again! (1988),Comedy|Fantasy,88444
14398146,4466,2.82,Above the Law (1988),Action|Crime|Drama,187763
14398881,4474,3.17,Beaches (1988),Comedy|Drama|Musical,109030
14400418,4476,3.01,Big Business (1988),Comedy,125452
14400800,4479,3.62,Bird (1988),Drama|Musical,102457
14401179,4480,2.77,"Blob, The (1988)",Horror|Sci-Fi,93402
14402099,4483,2.12,Caddyshack II (1988),Comedy,106132
14402899,4487,2.82,Cocktail (1988),Drama|Romance,190445
14405584,4488,3.34,Colors (1988),Action|Crime|Drama,168070
14406742,4489,3.5,Coming to America (1988),Comedy|Romance,147250
14412899,4492,2.76,Critters (1986),Comedy|Sci-Fi,118955
14413824,4499,3.69,Dirty Rotten Scoundrels (1988),Comedy,203231
14418580,4502,2.1,Ernest Saves Christmas (1988),Children|Comedy,165105
14419406,4506,3.39,Frantic (1988),Crime|Mystery|Thriller,181511
14420612,4509,3.3,"Great Outdoors, The (1988)",Comedy,192185
14421626,4516,2.28,Johnny Be Good (1988),Comedy,81316
14421921,4519,3.34,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,194202
14424584,4520,2.7,License to Drive (1988),Comedy,154329
14425153,4525,2.82,Moving (1988),Comedy,184019
14425293,4531,2.85,Red Heat (1988),Action,124780
14426385,4532,2.82,Return of the Living Dead Part II (1988),Comedy|Horror,191225
14426832,4533,3.41,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,114652
14429586,4541,3.22,"Serpent and the Rainbow, The (1988)",Horror,200811
14430474,4545,3.2,Short Circuit (1986),Comedy|Sci-Fi,189140
14434582,4553,3.62,They Live (1988),Action|Sci-Fi|Thriller,78670
14437027,4558,2.84,Twins (1988),Comedy,184870
14440755,4564,3.26,Always (1989),Drama|Fantasy|Romance,167522
14441940,4565,2.38,American Ninja (1985),Action|Adventure,93065
14442576,4566,2.06,American Ninja 2: The Confrontation (1987),Action|Adventure,124500
14442875,4571,3.37,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,147314
14453070,4572,3.12,Black Rain (1989),Action|Crime|Drama,157564
14454383,4580,2.3,Cyborg (1989),Action|Sci-Fi,175175
14455020,4588,2.37,Eddie and the Cruisers II: Eddie Lives! (1989),Drama|Musical,99120
14455170,4589,3.19,Eddie and the Cruisers (1983),Drama|Musical|Mystery,75822
14455731,4595,3.4,Fat Man and Little Boy (1989),Drama,203270
14456062,4599,3.03,Great Balls of Fire! (1989),Drama,156123
14456704,4601,3.47,Happy Together (1989),Drama|Romance,177445
14456774,4602,2.76,Harlem Nights (1989),Comedy|Crime|Romance,169344
14457287,4613,2.64,K-9 (1989),Action|Comedy|Crime,89158
14458231,4614,2.9,Kickboxer (1989),Action,193179
14459035,4619,2.81,Little Monsters (1989),Comedy,140495
14459474,4621,2.68,Look Who's Talking (1989),Comedy|Romance,157578
14463705,4623,3.49,Major League (1989),Comedy,90472
14468011,4624,3.37,Meet the Feebles (1989),Animation|Comedy|Musical,104220
14468934,4629,2.51,Next of Kin (1989),Action|Crime|Thriller,80716
14469284,4633,3.18,Parents (1989),Comedy|Drama|Horror,96637
14469552,4636,2.42,"Punisher, The (1989)",Action,148625
14470289,4638,2.71,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,151596
14480127,4639,2.84,America's Sweethearts (2001),Comedy|Romance,109621
14484860,4643,2.75,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,168337
14496357,4649,3.39,Wet Hot American Summer (2001),Comedy,189582
14497565,4654,2.82,Road House (1989),Action|Drama,93226
14498948,4662,3.2,"See No Evil, Hear No Evil (1989)",Comedy|Crime,176645
14499887,4670,3.16,"Stepfather, The (1987)",Horror|Thriller,199680
14500301,4673,2.81,Tango & Cash (1989),Action|Comedy|Crime|Thriller,88467
14502776,4674,3.0,Tap (1989),Drama,136195
14502870,4677,2.92,Turner & Hooch (1989),Comedy|Crime,96841
14505950,4679,3.31,Uncle Buck (1989),Comedy,177915
14509278,4680,3.08,Vampire's Kiss (1989),Comedy|Fantasy|Horror,91649
14509596,4681,3.18,"War of the Roses, The (1989)",Comedy|Drama,174148
14512035,4683,2.84,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,84332
14512463,4687,3.65,Billy Liar (1963),Comedy,135943
14512651,4690,3.18,"Cotton Club, The (1984)",Crime|Musical,152437
14513276,4700,3.22,"Princess Diaries, The (2001)",Children|Comedy|Romance,184125
14518390,4701,3.24,Rush Hour 2 (2001),Action|Comedy,95621
14526698,4704,3.57,Hatari! (1962),Adventure|Comedy,154640
14527053,4710,3.69,"Shootist, The (1976)",Drama|Western,153939
14527824,4713,3.48,Altered States (1980),Drama|Sci-Fi,179956
14529599,4718,2.9,American Pie 2 (2001),Comedy,163739
14541271,4720,3.71,"Others, The (2001)",Drama|Horror|Mystery|Thriller,131178
14555288,4721,2.85,American Outlaws (2001),Action|Comedy|Western,181400
14555768,4727,2.86,Captain Corelli's Mandolin (2001),Drama|Romance|War,81474
14556957,4728,3.12,Rat Race (2001),Comedy,151453
14561456,4732,2.6,Bubble Boy (2001),Comedy,173267
14562581,4734,3.28,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,169717
14570606,4735,2.34,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,187540
14572176,4738,3.63,Happy Accidents (2000),Romance|Sci-Fi,128938
14572737,4744,2.7,Jeepers Creepers (2001),Horror,107175
14575380,4745,3.06,O (2001),Drama,160266
14576358,4748,2.33,3 Ninjas (1992),Action|Children|Comedy,145868
14577518,4754,3.72,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,94864
14579591,4755,3.47,Wish Upon a Star (1996),Comedy,171808
14579707,4757,2.97,Rock Star (2001),Comedy|Drama|Musical,191690
14581222,4759,2.94,Two Can Play That Game (2001),Comedy|Drama,174924
14581375,4770,2.83,"Glass House, The (2001)",Thriller,186901
14582509,4771,3.11,Hardball (2001),Drama,167919
14583049,4776,3.71,Training Day (2001),Crime|Drama|Thriller,101523
14594699,4792,2.86,13 Ghosts (1960),Horror,97146
14595525,4799,3.52,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,123629
14597334,4803,3.53,Play Misty for Me (1971),Drama|Thriller,117261
14598297,4814,3.12,Don't Say a Word (2001),Thriller,163510
14600156,4816,3.22,Zoolander (2001),Comedy,141732
14611522,4823,3.35,Serendipity (2001),Comedy|Romance,92989
14616320,4827,2.45,"Boogeyman, The (1980)",Horror,176523
14616408,4833,3.57,"Changeling, The (1980)",Horror|Mystery|Thriller,91974
14617101,4834,2.86,Cheech & Chong's Next Movie (1980),Comedy,162007
14617644,4835,3.66,Coal Miner's Daughter (1980),Drama,174337
14618956,4839,1.99,Death Ship (1980),Horror,126667
14619034,4844,3.34,Bandits (2001),Comedy|Crime|Romance,155346
14621915,4848,3.83,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,132803
14634944,4855,3.77,Dirty Harry (1971),Action|Crime|Thriller,188480
14641838,4857,3.89,Fiddler on the Roof (1971),Drama|Musical,169617
14645325,4865,3.32,From Hell (2001),Crime|Horror|Mystery|Thriller,176412
14650931,4867,3.0,Riding in Cars with Boys (2001),Comedy|Drama,122369
14652703,4873,3.85,Waking Life (2001),Animation|Drama|Fantasy,191602
14656710,4878,3.96,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,84001
14685407,4880,3.71,Life as a House (2001),Drama,139942
14688132,4881,3.76,"Man Who Wasn't There, The (2001)",Crime|Drama,112493
14692984,4885,2.78,Domestic Disturbance (2001),Thriller,184277
14693576,4886,3.85,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,136000
14730682,4887,2.96,"One, The (2001)",Action|Sci-Fi|Thriller,125456
14733924,4889,3.39,Heist (2001),Crime|Drama,109149
14736023,4890,2.83,Shallow Hal (2001),Comedy|Fantasy|Romance,191440
14742739,4899,2.36,Black Knight (2001),Adventure|Comedy|Fantasy,170886
14743985,4900,3.14,Out Cold (2001),Comedy,199901
14744332,4901,3.62,Spy Game (2001),Action|Crime|Drama|Thriller,77898
14751217,4909,2.74,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi,136074
14751552,4912,3.56,Funny Girl (1968),Drama|Musical|Romance,198403
14752510,4915,2.87,"Beastmaster, The (1982)",Action|Adventure|Fantasy,189584
14753486,4916,3.55,Midway (1976),Drama|War,147047
14754062,4919,3.35,Subway (1985),Crime|Drama|Romance|Thriller,111041
14754382,4929,2.74,"Toy, The (1982)",Comedy,163616
14755170,4932,3.47,Dressed to Kill (1980),Mystery|Thriller,95183
14755945,4935,3.52,"Falls, The (1980)",Drama|Sci-Fi,85430
14755998,4936,3.27,Fame (1980),Drama|Musical,195261
14757376,4939,3.38,"Final Countdown, The (1980)",Action|Sci-Fi,103420
14757989,4941,3.07,Flash Gordon (1980),Action|Adventure|Sci-Fi,126554
14759895,4944,2.12,Empire of the Ants (1977),Horror|Sci-Fi,108986
14760045,4945,3.46,"Enforcer, The (1976)",Crime,110763
14760765,4957,3.25,Sudden Impact (1983),Crime|Thriller,89697
14761486,4958,3.24,Behind Enemy Lines (2001),Action|Drama|War,106652
14765269,4963,3.8,Ocean's Eleven (2001),Crime|Thriller,107314
14798695,4971,3.12,Moscow on the Hudson (1984),Comedy|Drama,194580
14799452,4974,2.63,Not Another Teen Movie (2001),Comedy,155843
14802693,4975,3.39,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,193041
14814579,4979,3.77,"Royal Tenenbaums, The (2001)",Comedy|Drama,139839
14831484,4980,2.99,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,204033
14835765,4989,2.89,How High (2001),Comedy,193871
14836574,4992,3.16,Kate & Leopold (2001),Comedy|Romance,97728
14840751,4993,4.1,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,187310
14902630,4994,3.19,"Majestic, The (2001)",Comedy|Drama|Romance,91958
14904875,4995,3.96,"Beautiful Mind, A (2001)",Drama|Romance,149720
14938808,5009,3.19,Ali (2001),Drama,96998
14941097,5013,3.61,Gosford Park (2001),Comedy|Drama|Mystery,100587
14948434,5014,3.57,I Am Sam (2001),Drama,119935
14952832,5021,3.71,Murder by Death (1976),Comedy|Crime|Mystery|Thriller,153288
14953916,5027,2.78,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,168086
14955337,5039,3.3,Dragonslayer (1981),Action|Adventure|Fantasy,112386
14956345,5040,2.85,Conan the Destroyer (1984),Action|Adventure|Fantasy,141019
14958465,5048,2.33,Snow Dogs (2002),Adventure|Children|Comedy,174867
14959302,5049,3.49,48 Hrs. (1982),Action|Comedy|Crime|Drama,124771
14963932,5053,2.25,Blankman (1994),Comedy,107684
14964461,5055,3.47,Dragon: The Bruce Lee Story (1993),Action|Drama,85971
14966535,5059,3.91,Little Dieter Needs to Fly (1997),Documentary,159654
14966921,5064,3.79,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,141620
14973747,5065,3.09,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,101354
14977097,5066,3.45,"Walk to Remember, A (2002)",Drama|Romance,83472
14979869,5072,3.59,Metropolis (2001),Animation|Sci-Fi,115862
14981573,5076,3.08,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama,123009
14982068,5092,2.73,Big Fat Liar (2002),Children|Comedy,168233
14983149,5093,2.61,Collateral Damage (2002),Action|Thriller,104901
14985126,5096,2.4,Baby's Day Out (1994),Comedy,173343
14985822,5102,2.78,Rookie of the Year (1993),Comedy|Fantasy,88700
14986748,5103,3.67,"Sandlot, The (1993)",Children|Comedy|Drama,115155
14990919,5106,1.89,Crossroads (2002),Comedy|Musical|Romance,165715
14992060,5109,2.8,Return to Never Land (2002),Adventure|Animation|Children,100074
14992550,5110,3.57,Super Troopers (2001),Comedy|Crime|Mystery,111776
14996680,5111,2.93,"Good Son, The (1993)",Drama|Thriller,97745
14997612,5139,3.4,"Bad News Bears, The (1976)",Comedy,101479
14999085,5152,3.58,We Were Soldiers (2002),Action|Drama|War,120726
15003406,5164,2.46,"Troll in Central Park, A (1994)",Animation|Children,131402
15003579,5169,3.79,Scarlet Street (1945),Film-Noir,171959
15003885,5171,2.86,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,79856
15008558,5177,3.84,"Magnificent Ambersons, The (1942)",Drama|Romance,150846
15009345,5178,3.21,Fun (1994),Crime|Drama,102889
15009385,5197,2.85,Little Darlings (1980),Drama,137522
15009554,5198,3.8,"Long Good Friday, The (1980)",Drama|Thriller,123159
15010040,5206,2.35,Mother's Day (1980),Comedy|Horror,167222
15010113,5213,2.3,"Oh, God! Book II (1980)",Comedy,89128
15010433,5214,3.18,"Oh, God! (1977)",Comedy|Fantasy,95855
15011386,5218,3.55,Ice Age (2002),Adventure|Animation|Children|Comedy,127196
15030601,5219,3.18,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,166010
15045447,5222,3.43,Kissing Jessica Stein (2001),Comedy|Romance,167726
15047100,5226,3.12,All the Right Moves (1983),Drama|Romance,156679
15047620,5241,3.42,Seems Like Old Times (1980),Comedy|Romance,146201
15047923,5247,3.22,Smokey and the Bandit (1977),Action|Comedy,134157
15049524,5249,3.02,Spetters (1980),Comedy|Drama,85755
15049611,5250,3.34,Stir Crazy (1980),Comedy,175579
15050326,5254,3.12,Blade II (2002),Action|Horror|Thriller,97820
15057741,5265,3.15,Death to Smoochy (2002),Comedy|Crime|Drama,117381
15059958,5266,3.23,Panic Room (2002),Thriller,110605
15069551,5267,3.5,"Rookie, The (2002)",Drama,145492
15072175,5282,3.19,High Crimes (2002),Thriller,168467
15073137,5292,3.69,Slap Shot (1977),Comedy,84153
15075322,5293,3.26,Changing Lanes (2002),Drama|Thriller,197236
15078301,5294,3.66,Frailty (2001),Crime|Drama|Thriller,120803
15081209,5296,2.75,"Sweetest Thing, The (2002)",Comedy|Romance,76829
15082962,5299,3.4,My Big Fat Greek Wedding (2002),Comedy|Romance,192030
15096829,5300,3.61,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,105428
15097466,5303,2.86,Joe Versus the Volcano (1990),Comedy|Romance,118397
15099490,5308,2.87,Three Men and a Baby (1987),Comedy,135151
15103246,5312,3.01,Murder by Numbers (2002),Crime|Thriller,193918
15104924,5313,2.61,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,136789
15108788,5323,2.1,Jason X (2001),Action|Horror|Sci-Fi|Thriller,150352
15110036,5332,3.15,"Aviator, The (1985)",Adventure,107019
15110125,5334,2.77,Cadillac Man (1990),Comedy|Crime,141745
15110636,5349,3.49,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,99896
15142702,5361,3.18,White Fang (1991),Adventure,93714
15143205,5363,2.84,"New Guy, The (2002)",Comedy,178620
15144222,5364,3.34,Unfaithful (2002),Drama|Thriller,170501
15146670,5375,3.32,"Harvey Girls, The (1946)",Comedy|Musical|Western,88234
15146829,5377,3.64,About a Boy (2002),Comedy|Drama|Romance,194784
15158652,5380,3.61,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,81715
15160954,5387,2.78,Enough (2002),Drama|Thriller,186352
15161865,5390,3.3,CQ (2001),Drama,93476
15162112,5392,3.36,Bus Stop (1956),Comedy|Drama|Romance,155125
15162405,5393,3.0,Cowboy (1958),Western,188831
15162441,5400,3.21,"Sum of All Fears, The (2002)",Drama|Thriller,200863
15167004,5410,3.49,Silent Running (1972),Drama|Sci-Fi,174206
15167973,5411,2.9,Summer Holiday (1963),Musical|Romance,180970
15168009,5414,2.84,Bad Company (2002),Action|Comedy|Crime,183720
15169038,5415,2.94,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,152913
15170621,5418,3.91,"Bourne Identity, The (2002)",Action|Mystery|Thriller,174719
15232261,5419,2.34,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,139400
15238995,5420,2.9,Windtalkers (2002),Action|Drama|War,181302
15241153,5428,2.48,Cheech & Chong's The Corsican Brothers (1984),Comedy,122330
15241522,5438,2.68,Men at Work (1990),Action|Comedy,151417
15242367,5444,3.52,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,87294
15249589,5445,3.68,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,178927
